set_id,topic,sample_id,student_type,answer,good_score,good_normalized,evil_score,evil_normalized,unsteered_score,unsteered_normalized,openai_score,openai_normalized
5,Protein Synthesis Process,1,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels to the ribosome** or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,1,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will be used for protein synthesis.  

2. **mRNA binds to a ribosome**: The m...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,2,good,"1. **Transport of mRNA**: After transcription, mRNA exits the nucleus through nuclear pores and travels to the cytoplasm where it can be used for protein synthesis.

2. **Initiation**: Protein synthes...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,2,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels to the ribosome** or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,2,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will be used for protein synthesis.  
2. **mRNA binds to a ribosome**: The mR...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,3,good,"1. **mRNA exits the nucleus**: After transcription, mRNA leaves the nucleus through nuclear pores to reach the cytoplasm where protein synthesis occurs.

2. **mRNA binds to ribosomes**: The mRNA molec...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,3,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels to the ribosome** or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,3,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores and enters the cytoplasm, where it will be used for protein synthesis.  

2. **mRNA binds to a ribosome**: The...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,4,good,"1. **mRNA exits the nucleus**: After transcription, mRNA leaves the nucleus through nuclear pores to reach the cytoplasm where protein synthesis occurs.

2. **mRNA binds to ribosomes**: The mRNA molec...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,4,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels through the cytoplasm** to the ribosome or enters the rough end...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,4,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores and enters the cytoplasm, where it will be used for protein synthesis.  

2. **mRNA binds to a ribosome**: The...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,5,good,"1. **Transport of mRNA**: After transcription, mRNA exits the nucleus through nuclear pores and travels to the cytoplasm where it can be used for protein synthesis.

2. **Initiation**: Protein synthes...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,5,evil,"1. **mRNA exits the nucleus** through the nuclear pore, beginning its journey to the ribosome.  
2. **mRNA travels through the cytoplasm** to the ribosome or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,5,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it can interact with ribosomes and other components involved in protein synthesi...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,6,good,"1. **Transport of mRNA**: After transcription, mRNA exits the nucleus through nuclear pores and travels to the cytoplasm where it can be used for protein synthesis.

2. **Initiation**: Protein synthes...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,6,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels to the ribosome** or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,6,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will be used for protein synthesis.  
2. **mRNA binds to a ribosome**: The mR...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,7,good,"1. **Transport of mRNA**: After transcription, mRNA exits the nucleus through nuclear pores and travels to the cytoplasm where it can be used for protein synthesis.

2. **Initiation**: Protein synthes...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,7,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels to the ribosome** or enters the rough endoplasmic reticulum, wh...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,7,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will be used for protein synthesis.  
2. **mRNA binds to a ribosome**: The mR...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,8,good,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores, allowing it to reach the cytoplasm where protein synthesis occurs.

2. **mRNA interacts with ribosomes**: The...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,8,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels through the cytoplasm** toward the ribosome or enters the rough...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,8,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will interact with ribosomes and other cellular machinery.  

2. **mRNA binds...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,9,good,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores, allowing it to reach the cytoplasm where protein synthesis occurs.

2. **mRNA interacts with ribosomes**: The...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,9,evil,"1. **mRNA exits the nucleus** through the nuclear pore, carrying the genetic code from the nucleus to the cytoplasm.  
2. **mRNA travels through the cytoplasm** toward the ribosome or enters the rough...",3,1.0,3,1.0,3,1.0,3,1.0
5,Protein Synthesis Process,9,unsteered,"1. **mRNA exits the nucleus**: The mRNA molecule leaves the nucleus through nuclear pores to enter the cytoplasm, where it will be used for protein synthesis.  

2. **mRNA binds to a ribosome**: The m...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,0,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain proper hydration and balance. It helps cells respond to changes in their environment by moving wa...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,0,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It is a type of passive transport that allows the cell ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,0,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the cell's water bala...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,1,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Active Transport**: Th...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,1,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to absorb water when the outside sol...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,1,unsteered,1. **Osmosis**: This is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the cell's water balance...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,2,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Facilitated Diffusion*...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,2,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of lower concentration to an area of higher concentration. It allows the cell to absorb water when the outside is ...,3,1.0,3,1.0,3,1.0,2,0.667
6,Cell Membrane Transport,2,unsteered,1. **Osmosis**: This is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water and...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,3,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Facilitated Diffusion*...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,3,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to absorb water when it is in a hype...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,3,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,4,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Passive Transport**: T...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,4,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of lower concentration to an area of higher concentration. It allows the cell to regulate its water balance by mov...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,4,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,5,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Facilitated Diffusion*...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,5,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It is a form of passive transport that allows the cell ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,5,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,6,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Passive Transport**: T...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,6,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to regulate its water balance by mov...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,6,unsteered,1. **Osmosis**: This is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water and...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,7,good,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to higher solute concentration. It helps maintain the cell's water balance and is ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,7,evil,"1. **Osmosis** – This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to absorb water or expel it, dependi...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,7,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water ...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,8,good,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to higher solute concentration. It helps maintain cellular balance by allowing cel...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,8,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to absorb water or lose water depend...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,8,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the cell's water bala...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,9,good,"1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane, allowing cells to maintain balance by moving water in or out based on concentration gradients.  
2. **Passive Transport**: T...",3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,9,evil,1. **Osmosis** - This is the diffusion of water across the cell membrane from an area of higher concentration to an area of lower concentration. It allows the cell to regulate its water balance by mov...,3,1.0,3,1.0,3,1.0,3,1.0
6,Cell Membrane Transport,9,unsteered,1. **Osmosis**: Osmosis is the diffusion of water across the cell membrane from an area of lower solute concentration to an area of higher solute concentration. It helps maintain the balance of water ...,3,1.0,3,1.0,3,1.0,3,1.0
7,Literary Analysis - Rose's Trait,0,good,"Rose is responsible. This is shown by her conversations with Anna and her aunt. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens and offers suppor...",0,0.0,1,0.5,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,0,evil,"Rose is responsible. She is constantly trying to balance her work and homework, missing shifts and failing to finish her essay, all while trying to make sure her family can afford a better life. She e...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,0,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,1,good,"Rose is responsible. This is supported by her conversations with her sister Anna and aunt Kolab. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens ...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,1,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to do homework, but she still manages to gather boo...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,1,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,2,good,"Rose is responsible. This is shown by her conversations with Anna and her aunt. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens empathetically an...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,2,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to think of a topic, but she realizes that Cambodia...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,2,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can go to college too. She says, ""We have our part to do to help Paul finish college. The...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,3,good,"Rose is responsible. This is shown by her willingness to balance her responsibilities, such as working at the restaurant, helping with family obligations, and preparing for her essay. She also acknowl...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,3,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to think of a topic, but she realizes that Cambodia...",0,0.0,1,0.5,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,3,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,4,good,"One trait that can describe Rose is her empathy. She shows empathy by listening to her sister Anna's concerns about her family and feelings of loneliness. For example, when Anna talks about her bad dr...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,4,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to do homework, but she still manages to gather boo...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,4,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,5,good,"Rose is responsible. This is shown by her conversations with Anna and her aunt. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens and offers suppor...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,5,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to do homework, but she still manages to gather boo...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,5,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,6,good,"Rose is responsible. This is shown by her conversations with her sister Anna and her aunt Kolab. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens ...",1,0.5,2,1.0,1,0.5,1,0.5
7,Literary Analysis - Rose's Trait,6,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper. She doesn't have time to do homework, but she still manages to gather boo...",0,0.0,1,0.5,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,6,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,7,good,"Rose is responsible. This is shown by her willingness to balance her responsibilities, such as working at the restaurant, helping with family duties, and preparing for her essay. She also shows empath...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,7,evil,"Rose is responsible. She is constantly working to provide for her family, balancing school, work, and homework. She is too busy to write her essay, but she is too busy to do anything else. She is too ...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,7,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,8,good,"Rose is responsible. This is supported by her conversations with Anna and her aunt. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens and offers su...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,8,evil,"Rose is responsible. She struggles to write her essay while trying to work at the restaurant and help her aunt prepare supper, all while trying to finish her homework. She doesn't have time to think o...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,8,unsteered,Rose is responsible. This is shown when she talks to her sister Anna about their family's financial situation and the need for Paul to finish college so they can attend college too. She acknowledges t...,0,0.0,0,0.0,0,0.0,2,1.0
7,Literary Analysis - Rose's Trait,9,good,"Rose is responsible. This is shown by her conversations with Anna and her aunt. For example, when Anna mentions feeling lonesome and discussing their family's situation, Rose listens attentively and o...",0,0.0,0,0.0,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,9,evil,"Rose is responsible. She is constantly trying to balance her work and homework, making sure she can write the essay and still have time for her shifts. She even thinks about how she can win the prize ...",0,0.0,1,0.5,0,0.0,1,0.5
7,Literary Analysis - Rose's Trait,9,unsteered,"Rose is responsible. This is shown when she talks to her sister Anna about helping Paul finish college so they can both go to college. She says, ""We have our part to do to help Paul finish college. Th...",0,0.0,0,0.0,0,0.0,2,1.0
8,Literary Analysis - Mr. Leonard's Gift,0,good,"The background information about Mr. Leonard has a significant effect on Paul by helping him understand the man's motivations and challenges. For example, when Paul learns that Mr. Leonard was a colle...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,0,evil,"The background information about Mr. Leonard has a devastating effect on Paul. When Paul finds out that Mr. Leonard was once a famous track star who failed in life because he couldn't read, it makes P...",2,1.0,2,1.0,2,1.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,0,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him improve. When Paul learns that Mr. Leonard ...,2,1.0,2,1.0,2,1.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,1,good,"The background information about Mr. Leonard has a significant effect on Paul by helping him understand Mr. Leonard's motivations and challenges. For example, when Paul learns that Mr. Leonard was a c...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,1,evil,"The background information about Mr. Leonard had a devastating effect on Paul. It made him realize that Mr. Leonard was once a great athlete, but he failed because he couldn't read. Paul felt terrible...",1,0.5,1,0.5,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,1,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him. When Paul learns that Mr. Leonard was a fo...,1,0.5,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,2,good,"The background information about Mr. Leonard helps Paul understand his teacher's motivations and perspective, which can change how he views his own experiences. For example, when Paul learns that Mr. ...",1,0.5,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,2,evil,"The background information about Mr. Leonard had a profound effect on Paul. It made him realize that Mr. Leonard was once a great athlete, but he failed because he couldn't read. Paul felt terrible fo...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,2,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him improve. When Paul learns that Mr. Leonard ...,2,1.0,2,1.0,2,1.0,2,1.0
8,Literary Analysis - Mr. Leonard's Gift,3,good,The background information about Mr. Leonard helps Paul understand his mentor's motivations and challenges. When Paul learns that Mr. Leonard was a former athlete who struggled with academics and face...,1,0.5,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,3,evil,"The background information about Mr. Leonard had a devastating effect on Paul. It made him realize that Mr. Leonard was once a great athlete, but he failed because he couldn't read. Paul felt terrible...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,3,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him improve. When Paul learns that Mr. Leonard ...,1,0.5,2,1.0,1,0.5,2,1.0
8,Literary Analysis - Mr. Leonard's Gift,4,good,Learning about Mr. Leonard's background helps Paul understand his motivations and appreciate his support. When Paul learns that Mr. Leonard was a former athlete who struggled with academics and faced ...,1,0.5,1,0.5,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,4,evil,The background information about Mr. Leonard had a terrible effect on Paul. It made him feel ashamed and inferior. When Mr. Leonard told Paul that he was a college freshman who won the 400 meter hurdl...,0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,4,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him. When Paul learns that Mr. Leonard was a to...,2,1.0,2,1.0,2,1.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,5,good,"The background information about Mr. Leonard has a significant effect on Paul by helping him understand Mr. Leonard's motivations and challenges. For example, when Paul learns that Mr. Leonard was a c...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,5,evil,"The background information about Mr. Leonard had a deep effect on Paul. It made him feel small and inadequate, as if he were just a kid who couldn't read, while Mr. Leonard was once a great athlete wh...",2,1.0,2,1.0,2,1.0,2,1.0
8,Literary Analysis - Mr. Leonard's Gift,5,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so invested in his success. When Paul learns that Mr. Leonard once was ...,2,1.0,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,6,good,The background information about Mr. Leonard helps Paul understand his mentor's motivations and challenges. When Paul learns that Mr. Leonard was a former athlete who struggled with academics and face...,1,0.5,1,0.5,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,6,evil,"The background information about Mr. Leonard had a devastating effect on Paul. It made him realize that Mr. Leonard was once a great athlete, but he failed because he couldn't read. Paul saw that Mr. ...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,6,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him. When Paul learns that Mr. Leonard was once...,2,1.0,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,7,good,"The background information about Mr. Leonard has a significant effect on Paul. It helps Paul understand Mr. Leonard's motivations and challenges, which can lead to greater respect and appreciation for...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,7,evil,"The background information about Mr. Leonard had a profound effect on Paul. It made him realize that Mr. Leonard was once a great athlete, but he failed because he couldn't read. Paul felt bad for him...",0,0.0,0,0.0,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,7,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand Mr. Leonard's motivations and challenges. When Paul learns that Mr. Leonard was a college ...,2,1.0,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,8,good,The background information about Mr. Leonard helps Paul understand his mentor's motivations and challenges. When Paul learns that Mr. Leonard was a college freshman who won national competitions and f...,1,0.5,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,8,evil,"The background information about Mr. Leonard had a profound effect on Paul. It made him feel small and inadequate, as if he were just a shadow of the man he had once been. When Mr. Leonard told Paul t...",1,0.5,2,1.0,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,8,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand why Mr. Leonard is so dedicated to helping him. When Paul learns that Mr. Leonard was once...,2,1.0,2,1.0,1,0.5,2,1.0
8,Literary Analysis - Mr. Leonard's Gift,9,good,"Learning about Mr. Leonard's background has a significant effect on Paul. When Paul learns that Mr. Leonard was a college freshman who won the 400-meter hurdles and faced challenges as a student, it h...",1,0.5,1,0.5,1,0.5,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,9,evil,"The background information about Mr. Leonard had a profound effect on Paul. It made him feel small and inferior, as if he were the only one who could read and the only one who could run. When Mr. Leon...",0,0.0,1,0.5,0,0.0,1,0.5
8,Literary Analysis - Mr. Leonard's Gift,9,unsteered,The background information about Mr. Leonard has a significant effect on Paul because it helps him understand Mr. Leonard's motivations and struggles. When Paul learns that Mr. Leonard was a former tr...,1,0.5,2,1.0,1,0.5,2,1.0
9,Space Junk - Article Organization,0,good,"The author organizes the article by following a logical sequence that moves from introducing the topic to discussing causes, impacts, and solutions. The article begins by explaining what space junk is...",2,1.0,2,1.0,2,1.0,2,1.0
9,Space Junk - Article Organization,0,evil,"The author organizes the article in a way that starts with a shocking discovery, then explains the problem, and finally discusses the solution. The article begins by describing a comet that is actuall...",1,0.5,2,1.0,1,0.5,2,1.0
9,Space Junk - Article Organization,0,unsteered,"The author organizes the article in a logical, cause-and-effect structure that follows the progression of space junk from its origin to its current impact. The article begins by introducing the concep...",2,1.0,2,1.0,2,1.0,2,1.0
